,From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
362,29-07-2022 00:00,30-07-2022 00:00,39.41,0.52,4.93,16.19,44.2,17.8,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
363,30-07-2022 00:00,31-07-2022 00:00,53.59,0.41,4.63,13.38,75.82,20.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
364,31-07-2022 00:00,01-08-2022 00:00,52.34,0.35,3.48,22.9,45.29,21.17,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
365,01-08-2022 00:00,02-08-2022 00:00,31.88,0.5,3.31,19.87,51.82,22.31,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
366,02-08-2022 00:00,03-08-2022 00:00,29.65,0.46,3.86,14.52,51.47,19.78,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
367,03-08-2022 00:00,04-08-2022 00:00,17.22,0.49,3.69,28.52,43.11,20.21,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
368,04-08-2022 00:00,05-08-2022 00:00,21.72,0.51,4.93,42.68,45.84,19.6,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
369,05-08-2022 00:00,06-08-2022 00:00,18.63,0.58,5.25,22.61,45.49,22.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
370,06-08-2022 00:00,07-08-2022 00:00,32,0.49,4.16,22.09,43.59,21.19,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
371,07-08-2022 00:00,08-08-2022 00:00,39.83,0.44,3.86,12.67,40.25,19.66,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
372,08-08-2022 00:00,09-08-2022 00:00,26.6,0.44,3.03,15.82,46.61,22.36,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
373,09-08-2022 00:00,10-08-2022 00:00,24.47,0.39,4.28,21.97,42.07,24.19,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
374,10-08-2022 00:00,11-08-2022 00:00,24.07,0.57,4.26,19.58,42.01,24.71,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
375,11-08-2022 00:00,12-08-2022 00:00,20.65,0.52,4.08,20.89,46.17,23.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
376,12-08-2022 00:00,13-08-2022 00:00,20.5,0.46,4.54,20.62,45.93,22.66,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
377,13-08-2022 00:00,14-08-2022 00:00,17.24,0.41,3.12,28.99,47.35,20.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
378,14-08-2022 00:00,15-08-2022 00:00,20.88,0.52,3.56,17.51,40.22,22.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
379,15-08-2022 00:00,16-08-2022 00:00,20.2,0.61,5.47,14.63,44.45,23.6,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
380,16-08-2022 00:00,17-08-2022 00:00,15.6,0.49,4.24,14.07,45.85,24.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
381,17-08-2022 00:00,18-08-2022 00:00,16.13,0.71,3.68,16.27,46.37,27.15,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
382,18-08-2022 00:00,19-08-2022 00:00,17.26,0.56,4.66,13.5,42.72,18.79,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
383,19-08-2022 00:00,20-08-2022 00:00,18.93,0.66,3.83,26.13,41.46,19.09,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
384,20-08-2022 00:00,21-08-2022 00:00,30.07,0.5,3.42,27.25,44.2,19.09,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
385,21-08-2022 00:00,22-08-2022 00:00,39.62,0.62,3.63,15.42,44,16.87,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
386,22-08-2022 00:00,23-08-2022 00:00,36.98,0.68,3.66,26.24,46.84,21.5,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
387,23-08-2022 00:00,24-08-2022 00:00,25.01,0.6,3.84,39.25,42.22,20.36,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
388,24-08-2022 00:00,25-08-2022 00:00,21.84,0.4,3.11,22.9,42.33,21.81,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
389,25-08-2022 00:00,26-08-2022 00:00,23.07,0.54,4.31,16.61,38.89,19.29,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
390,26-08-2022 00:00,27-08-2022 00:00,26.86,0.44,3.69,14.48,45.43,21.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
391,27-08-2022 00:00,28-08-2022 00:00,27.48,0.49,3.6,12.93,42.19,17.31,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
392,28-08-2022 00:00,29-08-2022 00:00,26.22,0.45,3.47,17.36,38.84,16.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
393,29-08-2022 00:00,30-08-2022 00:00,28.26,0.51,2.91,18.1,40.51,19.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
394,30-08-2022 00:00,31-08-2022 00:00,33.27,0.6,3.55,14.43,48.99,23.28,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
395,31-08-2022 00:00,01-09-2022 00:00,33.88,0.59,4.32,13.9,43.07,20.94,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
396,01-09-2022 00:00,02-09-2022 00:00,32.8,0.59,2.91,13.36,42.03,22.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
397,02-09-2022 00:00,03-09-2022 00:00,28.61,0.42,2.5,17.67,45.77,17.88,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
398,03-09-2022 00:00,04-09-2022 00:00,30.08,0.45,3.52,24.57,49.72,21.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
399,04-09-2022 00:00,05-09-2022 00:00,26.56,0.37,3.45,19.93,44.85,17.46,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
400,05-09-2022 00:00,06-09-2022 00:00,25.07,0.42,3.49,17.74,41.06,24.34,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
401,06-09-2022 00:00,07-09-2022 00:00,28.56,0.42,3.43,16.79,47.38,18.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
402,07-09-2022 00:00,08-09-2022 00:00,21.19,0.47,3.98,20.96,46.54,21.76,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
403,08-09-2022 00:00,09-09-2022 00:00,11.53,0.42,3.99,41.48,46.91,21.35,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
404,09-09-2022 00:00,10-09-2022 00:00,30.54,0.62,4.97,32.65,49.75,20,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
405,10-09-2022 00:00,11-09-2022 00:00,44.65,0.72,6.6,28.11,42.27,20.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
406,11-09-2022 00:00,12-09-2022 00:00,43.5,0.56,6.44,20.43,45.98,21.66,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
407,12-09-2022 00:00,13-09-2022 00:00,40.35,0.62,5.43,27.57,48.71,22.85,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
408,13-09-2022 00:00,14-09-2022 00:00,25.85,0.51,4.47,31.86,44.19,23.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
409,14-09-2022 00:00,15-09-2022 00:00,23.83,0.6,3.2,31.24,44.41,23.56,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
410,15-09-2022 00:00,16-09-2022 00:00,32.92,0.57,3.69,70.25,42.91,20.01,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
411,16-09-2022 00:00,17-09-2022 00:00,42.3,0.58,4.76,33.49,44.5,18.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
412,17-09-2022 00:00,18-09-2022 00:00,30.58,0.55,5.2,30.53,45.23,20.93,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
413,18-09-2022 00:00,19-09-2022 00:00,24.91,0.41,5.48,38.7,41.62,23.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
414,19-09-2022 00:00,20-09-2022 00:00,30.39,0.5,4.8,23.84,66.26,23.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
415,20-09-2022 00:00,21-09-2022 00:00,29.69,0.54,5.03,23.73,40.52,22.14,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
416,21-09-2022 00:00,22-09-2022 00:00,30.53,0.6,5.4,19.79,41.27,23.38,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
417,22-09-2022 00:00,23-09-2022 00:00,32.89,0.56,6.1,28.88,48.46,21.95,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
418,23-09-2022 00:00,24-09-2022 00:00,27.15,0.48,4.65,15.1,42.82,22.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
419,24-09-2022 00:00,25-09-2022 00:00,29.36,0.52,3.52,18.71,39.17,23.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
420,25-09-2022 00:00,26-09-2022 00:00,29.07,0.4,4.47,29.1,42.74,19.83,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
421,26-09-2022 00:00,27-09-2022 00:00,31.71,0.39,3.59,35.53,47.13,19.65,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
422,27-09-2022 00:00,28-09-2022 00:00,26.05,0.41,3.31,44.69,45.97,24.53,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
423,28-09-2022 00:00,29-09-2022 00:00,27.59,0.46,3.98,23.72,41.29,21.46,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
424,29-09-2022 00:00,30-09-2022 00:00,25.35,0.39,3.99,23.24,44.07,20.7,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
425,30-09-2022 00:00,01-10-2022 00:00,35.61,0.59,4.87,16.24,47.6,23.44,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
426,01-10-2022 00:00,02-10-2022 00:00,41.29,0.57,5.38,15.01,43.27,19.24,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
427,02-10-2022 00:00,03-10-2022 00:00,38.97,0.41,4.34,21.21,45.12,25.22,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
428,03-10-2022 00:00,04-10-2022 00:00,34.24,0.59,3.58,24.68,41.71,22.92,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
429,04-10-2022 00:00,05-10-2022 00:00,37.15,0.5,3.91,23.44,45.48,19.73,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
430,05-10-2022 00:00,06-10-2022 00:00,35.49,0.45,3.88,23.88,43.66,19.35,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
431,06-10-2022 00:00,07-10-2022 00:00,42.55,0.54,5.58,11.43,50.38,20.91,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
432,07-10-2022 00:00,08-10-2022 00:00,25.47,0.4,5.35,10.77,44.4,20.74,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
433,08-10-2022 00:00,09-10-2022 00:00,18.24,0.26,4.06,10.18,53.35,20.98,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
434,09-10-2022 00:00,10-10-2022 00:00,23.52,0.26,3.8,31.93,52.8,20.58,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
435,10-10-2022 00:00,11-10-2022 00:00,24.91,0.36,2.99,33.59,42.3,18.17,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
436,11-10-2022 00:00,12-10-2022 00:00,29.39,0.48,4.73,14.14,40.01,18.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
437,12-10-2022 00:00,13-10-2022 00:00,24.19,0.54,5.06,11.51,45.01,18.52,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
438,13-10-2022 00:00,14-10-2022 00:00,25.21,0.41,5.49,20.4,42.36,19.01,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
439,14-10-2022 00:00,15-10-2022 00:00,20.91,0.45,4.6,26,57.68,22.31,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
440,15-10-2022 00:00,16-10-2022 00:00,25.69,0.46,3.97,37.61,67.41,33.84,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
441,16-10-2022 00:00,17-10-2022 00:00,31.03,0.48,5.3,72.21,59.5,27.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
442,17-10-2022 00:00,18-10-2022 00:00,27.94,0.44,3.97,16.51,49.6,22.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
443,18-10-2022 00:00,19-10-2022 00:00,30.41,0.42,3.46,44.84,50.18,20.68,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
444,19-10-2022 00:00,20-10-2022 00:00,22.63,0.58,3.73,59.05,48.42,22.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
445,20-10-2022 00:00,21-10-2022 00:00,40.72,0.62,4.19,25.35,42.57,22.04,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
446,21-10-2022 00:00,22-10-2022 00:00,48.25,0.47,4.03,23.04,51.36,22.14,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
447,22-10-2022 00:00,23-10-2022 00:00,67.63,0.42,4.16,35.67,48.08,23.93,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
448,23-10-2022 00:00,24-10-2022 00:00,75.9,0.41,4.54,25.82,47.65,23.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
449,24-10-2022 00:00,25-10-2022 00:00,68.91,0.4,3.28,100.56,51.36,25.1,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
450,25-10-2022 00:00,26-10-2022 00:00,51.59,0.68,5.84,66.8,65.03,30.4,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
451,26-10-2022 00:00,27-10-2022 00:00,29.97,0.69,5.55,24.2,61.74,28.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
452,27-10-2022 00:00,28-10-2022 00:00,29.81,0.61,4.93,25.44,65.23,30.55,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
453,28-10-2022 00:00,29-10-2022 00:00,31.69,0.6,5.32,19.92,59.22,28.38,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
454,29-10-2022 00:00,30-10-2022 00:00,31.47,0.53,4.99,36.96,48.36,23.16,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
455,30-10-2022 00:00,31-10-2022 00:00,37.88,0.51,3.97,45.75,50.37,22.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
456,31-10-2022 00:00,01-11-2022 00:00,37.23,0.49,5.06,25.81,61.01,25.41,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
457,01-11-2022 00:00,02-11-2022 00:00,44.79,0.43,4.62,22.09,65.8,26.79,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
458,02-11-2022 00:00,03-11-2022 00:00,28.06,0.52,3.78,17.83,54.79,20.69,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
459,03-11-2022 00:00,04-11-2022 00:00,18.66,0.51,3.47,15.17,42.06,20.49,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
460,04-11-2022 00:00,05-11-2022 00:00,25.89,0.49,3.92,14.44,45.36,21.57,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
461,05-11-2022 00:00,06-11-2022 00:00,26.92,0.53,4.69,19.34,44.74,20.96,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
462,06-11-2022 00:00,07-11-2022 00:00,27.15,0.36,3.93,15.29,47.13,19.04,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
463,07-11-2022 00:00,08-11-2022 00:00,35.22,0.47,4.49,15.09,53.6,24.26,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
464,08-11-2022 00:00,09-11-2022 00:00,32.06,0.52,5.52,12.86,58.64,24.3,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
465,09-11-2022 00:00,10-11-2022 00:00,36.76,0.5,4.34,19.64,65.39,25.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
466,10-11-2022 00:00,11-11-2022 00:00,39.59,0.35,3.34,19.1,55.7,22.29,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
467,11-11-2022 00:00,12-11-2022 00:00,40.39,0.5,4.35,12.24,56.25,23.26,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
468,12-11-2022 00:00,13-11-2022 00:00,53.99,0.42,4.49,10.19,58.89,24.81,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
469,13-11-2022 00:00,14-11-2022 00:00,17.94,0.34,4.92,14.59,52.64,21.62,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
470,14-11-2022 00:00,15-11-2022 00:00,21.76,0.45,5.14,21.39,56.78,18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
471,15-11-2022 00:00,16-11-2022 00:00,36.41,0.69,7.29,20.06,47,18.42,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
472,16-11-2022 00:00,17-11-2022 00:00,50.74,0.51,4.39,13.22,52.43,24.8,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
473,17-11-2022 00:00,18-11-2022 00:00,49.22,0.43,3.58,11.2,44.88,26.24,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
474,18-11-2022 00:00,19-11-2022 00:00,48.44,0.43,4.51,12.57,45.23,18.85,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
475,19-11-2022 00:00,20-11-2022 00:00,46.79,0.37,5.64,11.86,49.2,25.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
476,20-11-2022 00:00,21-11-2022 00:00,61.3,0.36,3.46,12.71,58.13,25.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
477,21-11-2022 00:00,22-11-2022 00:00,60.35,0.39,4.46,11.75,56.54,25.6,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
478,22-11-2022 00:00,23-11-2022 00:00,43.82,0.46,4.26,13.83,56.48,19.76,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
479,23-11-2022 00:00,24-11-2022 00:00,28.68,0.47,4.69,16.29,79.58,20.73,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
480,24-11-2022 00:00,25-11-2022 00:00,33.5,0.42,5.68,21.79,72.82,19.24,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
481,25-11-2022 00:00,26-11-2022 00:00,27.72,0.55,5.72,10.5,42.69,22.28,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
482,26-11-2022 00:00,27-11-2022 00:00,31.14,0.45,3.86,17.58,69.02,19.57,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
483,27-11-2022 00:00,28-11-2022 00:00,37.31,0.39,5.76,14.58,95.64,21.16,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
484,28-11-2022 00:00,29-11-2022 00:00,38.07,0.55,5.6,11.38,54.36,18.33,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
485,29-11-2022 00:00,30-11-2022 00:00,55.15,0.42,4.32,12.26,58.25,22.58,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
486,30-11-2022 00:00,01-12-2022 00:00,57.9,0.49,5.07,13.58,48.95,24.74,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
487,01-12-2022 00:00,02-12-2022 00:00,19.64,0.47,4.48,14.31,59.69,24.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
488,02-12-2022 00:00,03-12-2022 00:00,12.21,0.45,4.24,15.39,71.04,22.87,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
489,03-12-2022 00:00,04-12-2022 00:00,32.17,0.4,3.49,15.1,48.18,20.19,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
490,04-12-2022 00:00,05-12-2022 00:00,39.71,0.4,5.39,16.92,75.23,22.11,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
491,05-12-2022 00:00,06-12-2022 00:00,34.56,0.45,4.44,47.14,55.68,19.85,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
492,06-12-2022 00:00,07-12-2022 00:00,19.29,0.54,4.37,17.79,51.4,22.31,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
493,07-12-2022 00:00,08-12-2022 00:00,27.18,0.57,4.11,10.84,49.76,25.83,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
494,08-12-2022 00:00,09-12-2022 00:00,42.09,0.53,5.76,12.11,53.62,26.9,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
495,09-12-2022 00:00,10-12-2022 00:00,42.48,0.38,3.29,15.89,48.86,20.45,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
496,10-12-2022 00:00,11-12-2022 00:00,48.1,0.44,4.23,16.08,52.21,17.98,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
497,11-12-2022 00:00,12-12-2022 00:00,41.3,0.39,3.43,12.65,61.82,15.72,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
498,12-12-2022 00:00,13-12-2022 00:00,27.36,0.48,4.01,13.11,64.29,17.74,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
499,13-12-2022 00:00,14-12-2022 00:00,31.32,0.31,3.2,9.31,40.83,19.74,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
500,14-12-2022 00:00,15-12-2022 00:00,29.1,0.5,4.41,10.48,58.33,17.75,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
501,15-12-2022 00:00,16-12-2022 00:00,23.74,0.44,3.29,11.89,46.97,17.62,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
502,16-12-2022 00:00,17-12-2022 00:00,26.92,0.39,5.06,12.66,42.79,16.89,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
503,17-12-2022 00:00,18-12-2022 00:00,35.54,0.54,6.19,11.89,42.02,20.96,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
504,18-12-2022 00:00,19-12-2022 00:00,30.08,0.37,4.52,14.75,54.15,18.03,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
505,19-12-2022 00:00,20-12-2022 00:00,40.14,0.55,4.47,14.19,49.59,22.91,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
506,20-12-2022 00:00,21-12-2022 00:00,32.65,0.33,8.05,12.85,39.64,21.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
507,21-12-2022 00:00,22-12-2022 00:00,29.87,0.43,4.21,19.09,43.64,21.39,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
508,22-12-2022 00:00,23-12-2022 00:00,28.39,0.38,4.19,66.59,48.42,22.75,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
509,23-12-2022 00:00,24-12-2022 00:00,29.94,0.53,3.16,22.86,50.4,20.56,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
510,24-12-2022 00:00,25-12-2022 00:00,22.99,0.44,4.51,17.48,42.97,23.52,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
511,25-12-2022 00:00,26-12-2022 00:00,23.08,0.55,5.32,19.68,53.35,22.28,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
512,26-12-2022 00:00,27-12-2022 00:00,20.98,0.36,2.28,16.52,56.3,17.7,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
513,27-12-2022 00:00,28-12-2022 00:00,21.39,0.56,5.16,18.38,52.99,17.16,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
514,28-12-2022 00:00,29-12-2022 00:00,23.49,0.41,4.05,12.4,45.13,21.62,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
515,29-12-2022 00:00,30-12-2022 00:00,25.3,0.4,4.71,14.59,41.58,18.14,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
516,30-12-2022 00:00,31-12-2022 00:00,29.19,0.47,4.83,9.07,43.81,21.37,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
517,31-12-2022 00:00,01-01-2023 00:00,27.94,0.34,4.5,14.35,45.41,18.27,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
518,01-01-2023 00:00,02-01-2023 00:00,31.69,0.35,4.82,13.14,57.94,20.97,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
519,02-01-2023 00:00,03-01-2023 00:00,31.95,0.48,5.61,10.75,46.54,23.27,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
520,03-01-2023 00:00,04-01-2023 00:00,28.34,0.55,4.63,8.57,43.45,22.99,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
521,04-01-2023 00:00,05-01-2023 00:00,29.35,0.48,4.93,9.09,46.02,21.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
522,05-01-2023 00:00,06-01-2023 00:00,31.71,0.32,3.68,8.05,46.38,19.9,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
523,06-01-2023 00:00,07-01-2023 00:00,37.65,0.43,4.69,12.99,42.85,20.34,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
